,Unnamed: 0,Census Tract,Total Population,California County,ZIP,Nearby City,Longitude,Latitude,Traffic,Traffic Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Poverty,Poverty Pctl,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
5101,5176,6037700802,4069,Los Angeles,90211,Beverly Hills,-118.3820778,34.068423200000005,1080.34,71.0,53.49,6.59,80.68,22.35,11.46,16.2,18.69,74.81751825,1834.0,1.423357664,11.316182300000001,75726.0,2.03
5105,5181,6075010100,3739,San Francisco,94133,San Francisco,-122.4085794,37.8084198,711.54,50.98,44.1,5.43,56.25,37.09,37.2,36.4,54.42,89.60660515,1653.0,0.617775619,10.73096915,59519.0,1.94
5110,5187,6001400500,3517,Alameda ,94609,Oakland,-122.2647445,37.84851670000001,668.28,47.55,29.47,3.63,18.47,110.37,94.65,25.1,36.38,62.93365794,1438.0,1.3968350580000002,11.26362277,83650.0,2.28
5115,5192,6075026004,4315,San Francisco,94112,San Francisco,-122.4357008,37.7178905,552.11,36.57,22.96,2.83,6.67,52.12,59.09,33.6,50.26,40.90909091,1782.0,1.7680250780000002,15.35797557,75962.0,3.86
5125,5202,6075010300,3852,San Francisco,94133,San Francisco,-122.4156811,37.8016201,592.62,40.71,38.74,4.77,41.79,38.51,39.5,33.5,50.11,73.74631268,1893.0,0.9282202559999999,30.68342119,99120.0,2.13
5139,5216,6075060700,9083,San Francisco,94158,San Francisco,-122.39067140000002,37.77238079999999,1015.15,68.4,50.02,6.16,72.71,26.6,18.86,23.7,33.94,66.56382568,2842.0,0.7221365209999999,10.07774252,114597.0,1.97
5168,5246,6037273402,3172,Los Angeles,90291,Venice,-118.4792291,33.991782,910.03,63.08,43.48,5.36,54.34,33.6,31.06,24.6,35.58,78.63247863,1505.0,1.1404914529999999,12.16609001,42018.0,1.41
5193,5271,6037276603,5252,Los Angeles,90293,Playa del Rey,-118.4365003,33.955833899999995,386.87,19.78,44.73,5.51,58.01,21.61,10.15,19.3,25.34,57.38370278,1806.0,1.4545738369999999,28.50830947,73256.0,1.64
5206,5284,6013389200,1714,Contra Costa,94530,El Cerrito,-122.3052879,37.901071,806.49,57.18,36.07,4.44,34.8,43.91,47.49,41.1,61.27,92.5,1357.0,1.231944444,11.81618451,54048.0,2.31
5263,5341,6075026200,7564,San Francisco,94112,San Francisco,-122.4539535,37.7113172,1384.12,80.32,27.1,3.34,13.43,45.3,50.03,32.8,49.01,32.65102346,1395.0,1.708936595,10.46551517,76137.0,3.78
5307,5385,6037215102,3110,Los Angeles,90036,Los Angeles,-118.3456014,34.0649905,1422.35,81.25,47.62,5.87,65.8,28.2,21.74,22.8,31.98,99.31640625,1596.0,1.08203125,32.16220366,59018.0,1.49
5320,5398,6075025200,5369,San Francisco,94110,San Francisco,-122.41421640000002,37.7437089,669.76,47.7,36.89,4.54,36.9,57.85,66.39,19.1,24.86,42.18233349,1809.0,1.475673122,13.03893821,130099.0,2.75
5345,5423,6037194401,2461,Los Angeles,90046,Los Angeles,-118.3642238,34.0843098,984.36,66.99,45.99,5.66,61.29,22.08,10.93,19.5,25.77,83.23029366,1580.0,1.364760433,11.243264300000002,77108.0,1.89
5357,5435,6075025402,2912,San Francisco,94110,San Francisco,-122.412786,37.7368829,1480.0,82.53,33.87,4.17,28.76,57.85,66.39,17.7,21.91,24.97761862,2356.0,1.418084154,15.05928508,123313.0,2.65
5359,5437,6075022702,2060,San Francisco,94107,San Francisco,-122.39560559999998,37.7625436,1370.53,80.05,48.76,6.01,69.16,50.73,57.2,5.7,1.63,66.6999003,2223.0,1.396809571,14.30032151,165551.0,2.19
5369,5447,6037215101,2477,Los Angeles,90036,Los Angeles,-118.3535529,34.0636762,928.59,63.94,46.5,5.73,62.75,28.2,21.74,35.3,52.96,91.8967587,1649.0,1.141056423,19.16951905,54333.0,1.65
5376,5454,6037702102,6306,Los Angeles,90405,Santa Monica,-118.4807228,34.0009853,1014.09,68.33,43.98,5.42,55.83,31.21,27.35,15.3,16.84,77.45386467,1674.0,1.2872425779999999,16.24860349,95080.0,1.6
5391,5470,6037701402,6696,Los Angeles,90403,Santa Monica,-118.503319,34.019074700000004,1278.79,77.62,39.88,4.91,44.62,26.43,18.73,23.1,32.7,92.28434101,1457.0,1.1059954459999999,19.2866662,67289.0,1.47
5396,5475,6085509403,5121,Santa Clara,94040,Mountain View,-122.0968319,37.3981136,594.75,40.94,37.44,4.61,38.41,9.89,0.66,37.2,55.54,94.44444444,1843.0,1.451754386,15.77481474,84091.0,2.44
5405,5484,6085509303,3706,Santa Clara,94043,Mountain View,-122.0922777,37.40602970000001,493.52,30.08,37.86,4.66,39.44,21.29,9.71,29.3,43.57,72.11703959,1488.0,1.300631096,12.297728,62152.0,1.96
5410,5489,6081605900,5579,San Mateo,94401,San Mateo,-122.3340889,37.572378,544.46,35.61,29.87,3.68,19.37,56.79,65.2,25.6,37.25,66.15087041,1481.0,1.596905222,13.52345987,81586.0,2.19
5412,5491,6075016300,4293,San Francisco,94102,San Francisco,-122.4295509,37.7760456,618.38,43.46,31.01,3.82,21.94,64.13,73.58,23.8,34.09,77.17231222,1663.0,0.810014728,33.52812398,116928.0,2.12
5419,5498,6001403900,3584,Alameda ,94610,Oakland,-122.2487541,37.8171931,1896.48,89.71,34.15,4.21,29.6,43.06,46.3,24.2,34.81,65.59714795,1379.0,1.239750446,18.41639221,73125.0,1.73
5458,5538,6075011000,4827,San Francisco,94109,San Francisco,-122.4198054,37.7943823,637.72,45.16,34.38,4.24,30.35,57.05,65.57,23.5,33.53,81.40243902,1598.0,0.636814024,44.39757523,115100.0,1.81
5488,5569,6085504901,9530,Santa Clara,95054,Santa Clara,-121.9509272,37.3962507,815.04,57.93,47.59,5.86,65.69,20.28,8.37,10.6,8.08,65.94712588,2461.0,1.614843561,11.71542575,147904.0,2.57
5491,5572,6037463601,5714,Los Angeles,91101,Pasadena,-118.1368375,34.1408642,858.43,60.6,49.68,6.12,71.77,25.54,16.98,17.5,21.45,73.67185207,1576.0,1.256824186,14.85512035,76137.0,1.69
5507,5588,6075047902,3536,San Francisco,94121,San Francisco,-122.5039633,37.7791834,315.88,13.55,32.55,4.01,25.71,23.94,14.0,26.6,38.88,52.71164021,1773.0,1.3055555559999998,15.38425423,74500.0,2.45
5514,5595,6037701302,4684,Los Angeles,90403,Santa Monica,-118.4978403,34.0274086,534.45,34.34,36.06,4.44,34.76,26.43,18.73,16.8,19.95,83.356306,1784.0,1.365265334,25.74929393,82266.0,1.69
5523,5604,6075061500,11502,San Francisco,94105,San Francisco,-122.3923886,37.7877258,986.77,67.06,48.91,6.02,69.56,21.39,9.84,19.0,24.58,60.78618063,2722.0,0.8287540809999999,17.790236800000002,162690.0,1.71
5532,5614,6075025401,3404,San Francisco,94110,San Francisco,-122.4224695,37.7396295,508.97,31.7,27.02,3.33,13.22,53.93,61.45,30.8,46.11,56.61820964,1604.0,1.185921959,14.54229138,110313.0,3.08
5533,5615,6073002100,5259,San Diego,92116,San Diego,-117.1084678,32.7586957,1317.57,78.67,28.67,3.53,16.7,48.97,54.91,31.4,47.0,73.31701346,1120.0,1.440228478,11.12831956,51421.0,1.98
5534,5616,6037194402,3335,Los Angeles,90069,West Hollywood,-118.3719012,34.0850407,1170.31,74.3,51.89,6.39,76.98,19.12,7.09,30.9,46.26,72.3627685,1958.0,1.4782816230000002,14.39008448,84367.0,1.64
5561,5643,6075015500,3622,San Francisco,94115,San Francisco,-122.434135,37.7850923,721.94,51.8,32.87,4.05,26.37,60.82,69.9,30.5,45.72,86.05263158,1333.0,0.49166666700000006,29.63601376,55313.0,1.57
5573,5655,6085502201,6260,Santa Clara,95126,San Jose,-121.9206557,37.30471970000001,615.07,43.19,34.85,4.29,31.62,20.26,8.33,36.8,54.9,81.36543536,1618.0,1.334102902,12.65453231,57667.0,2.25
5574,5656,6075040100,4088,San Francisco,94118,San Francisco,-122.4618142,37.7851543,590.49,40.43,37.84,4.66,39.37,23.42,13.12,24.4,35.25,72.45632066,1659.0,1.132065776,18.78947423,93875.0,2.29
5577,5659,6075033203,3472,San Francisco,94132,San Francisco,-122.4782503,37.7159256,872.33,61.31,25.91,3.19,11.26,38.59,39.62,38.3,57.23,100.0,2142.0,1.1431273640000001,14.66468998,50946.0,2.66
5634,5716,6075022704,3122,San Francisco,94107,San Francisco,-122.4019893,37.7609519,3175.38,97.83,50.93,6.27,74.8,50.13,56.38,9.6,6.34,42.78728606,2289.0,1.434596577,12.15673507,150938.0,2.08
5643,5725,6075047801,4005,San Francisco,94121,San Francisco,-122.4921143,37.7758371,426.58,23.45,26.67,3.29,12.55,23.94,14.0,27.5,40.62,52.7672956,1743.0,1.4911949690000001,13.50069375,92881.0,2.51
5651,5733,6037264301,4646,Los Angeles,90049,Los Angeles,-118.4642912,34.0509979,893.61,62.38,55.36,6.82,84.28,13.57,2.31,13.2,12.68,81.28732581,1873.0,1.305242203,29.03006739,87525.0,1.7
5671,5755,6037620701,6704,Los Angeles,90278,Redondo Beach,-118.38128770000002,33.8699758,613.75,43.06,42.58,5.24,51.91,31.92,28.62,14.7,15.64,48.31460674,1706.0,1.7619382019999998,11.3101091,99231.0,2.3
5681,5765,6075011901,2408,San Francisco,94108,San Francisco,-122.4139142,37.7904728,717.55,51.37,35.33,4.35,32.88,28.33,22.07,25.1,36.38,69.48924731,1627.0,0.48924731200000005,96.66631863,72364.0,1.53
5683,5767,6073001200,5660,San Diego,92116,San Diego,-117.1317978,32.7580745,1207.74,75.44,31.5,3.88,23.29,37.45,37.66,45.9,68.17,83.13699091,1039.0,1.307640525,17.49080087,45266.0,2.01
5688,5772,6037265602,3042,Los Angeles,90024,Los Angeles,-118.434157,34.0602409,2541.26,95.22,50.89,6.27,74.7,13.51,2.26,20.3,27.37,44.67240238,2350.0,1.614824619,18.20409313,109049.0,1.92
5691,5775,6001403502,1991,Alameda ,94610,Oakland,-122.2569405,37.8159606,2935.47,97.13,39.43,4.86,43.62,26.0,17.85,21.1,28.98,77.17948718,1426.0,1.168376068,25.94981571,67672.0,1.76
5722,5806,6037430723,4118,Los Angeles,91007,Arcadia,-118.0586171,34.1300364,703.21,50.31,42.94,5.29,52.93,18.19,6.03,23.6,33.75,65.95354523,1506.0,1.680929095,13.61173725,73068.0,2.85
5770,5854,6081600402,5068,San Mateo,94014,Daly City,-122.4529127,37.7051087,573.34,38.78,20.67,2.55,3.91,65.53,74.67,27.1,39.92,25.87301587,1733.0,2.088095238,12.76025006,81063.0,4.08
5777,5861,6081603801,2242,San Mateo,94066,San Bruno,-122.4282283,37.620041,1104.11,71.88,22.3,2.75,5.81,67.25,76.24,19.0,24.58,34.52078032,1598.0,1.397794741,20.9797253,72841.0,1.97
5796,5880,6075026301,4875,San Francisco,94112,San Francisco,-122.439533,37.7138685,563.28,37.67,21.64,2.67,4.99,53.43,60.96,37.4,55.9,41.53627312,1520.0,1.482219061,15.47241808,65625.0,3.42
5807,5891,6075026001,5863,San Francisco,94112,San Francisco,-122.43224340000002,37.72355020000001,424.09,23.26,22.14,2.73,5.59,55.46,63.51,36.9,55.05,48.59514687,1432.0,1.446998723,15.55973557,60694.0,3.76
5852,5937,6075026003,4908,San Francisco,94112,San Francisco,-122.4287994,37.7196247,503.04,31.17,19.85,2.45,3.09,45.3,50.03,37.4,55.9,37.92114695,1784.0,1.919713262,14.13428163,65282.0,3.76
5872,5957,6075011200,3286,San Francisco,94108,San Francisco,-122.4127333,37.7929713,541.88,35.2,35.26,4.34,32.72,27.79,21.09,26.0,37.81,69.93736952,1615.0,0.7573068890000001,43.704246399999995,100139.0,1.74
5877,5962,6075015300,2040,San Francisco,94115,San Francisco,-122.4393346,37.7867618,695.35,49.64,35.04,4.32,32.21,64.21,73.63,16.1,18.44,68.0,2155.0,1.075789474,16.44918316,111250.0,2.16
5907,5992,6083000301,2810,Santa Barbara,93101,Santa Barbara,-119.7150663,34.4261948,876.38,61.46,22.77,2.8,6.42,57.02,65.49,40.0,59.67,79.57580518,1525.0,1.3440691280000001,10.10148469,52083.0,2.18
5920,6005,6075015100,2493,San Francisco,94109,San Francisco,-122.4234011,37.787445700000006,845.74,59.74,36.73,4.52,36.48,57.05,65.57,14.0,14.12,71.63978495,1882.0,0.651209677,34.63552084,83750.0,1.43
5942,6028,6001422400,4196,Alameda ,94709,Berkeley,-122.2695878,37.8752396,547.41,35.92,30.0,3.7,19.7,21.08,9.25,37.7,56.42,87.89448893,1499.0,0.851154027,18.06566741,57083.0,1.97
5959,6045,6075022902,2617,San Francisco,94110,San Francisco,-122.4103784,37.75134110000001,699.91,50.03,32.21,3.97,24.89,57.85,66.39,25.4,36.86,62.01923077,1938.0,1.069711538,20.80533477,113750.0,3.18
5972,6058,6001441523,4077,Alameda ,94555,Fremont,-122.0464869,37.5647793,3219.01,97.99,25.89,3.19,11.23,44.08,47.85,10.2,7.4,52.71317829,2002.0,1.843551797,12.29485859,125110.0,3.01
6010,6097,6075047802,3656,San Francisco,94121,San Francisco,-122.497393,37.779204,381.31,19.19,27.78,3.42,14.91,21.61,10.15,30.2,45.1,62.49153689999999,1661.0,1.25253893,17.60863568,75091.0,2.65
6022,6109,6001423602,5659,Alameda ,94704,Berkeley,-122.2592723,37.8631882,423.98,23.22,31.99,3.94,24.31,20.26,8.33,65.7,89.69,86.7816092,1384.0,0.877541998,22.627898899999998,27890.0,2.37
6027,6114,6075025600,5618,San Francisco,94134,San Francisco,-122.42242790000002,37.7287139,1130.25,72.92,26.25,3.23,11.94,42.11,45.27,23.7,33.94,30.10012516,1152.0,1.7227784730000002,11.49605363,73730.0,3.44
6042,6129,6075015200,3934,San Francisco,94115,San Francisco,-122.4302666,37.7879139,775.16,55.33,36.69,4.52,36.37,52.56,59.61,23.0,32.46,78.40394899,1653.0,0.686548745,35.23674546,89440.0,1.72
6073,6160,6075045100,4996,San Francisco,94118,San Francisco,-122.4613476,37.777583,499.69,30.71,28.41,3.5,16.28,22.1,10.97,35.9,53.78,64.43812233,1659.0,1.213845424,22.19959312,91206.0,2.41
6075,6162,6075015400,5621,San Francisco,94118,San Francisco,-122.4510358,37.7843608,605.29,42.17,32.1,3.95,24.58,32.89,29.93,18.8,24.21,70.89425366,2085.0,0.988779327,16.54200416,118674.0,2.09
6132,6219,6001422700,4885,Alameda ,94704,Berkeley,-122.2495401,37.8679125,123.64,2.13,31.3,3.86,22.78,17.21,5.24,68.2,91.8,86.16290481,1416.0,0.8017664379999999,11.84652902,31050.0,2.53
6144,6231,6075025300,4362,San Francisco,94110,San Francisco,-122.4201527,37.7437059,522.22,33.15,28.97,3.57,17.39,57.85,66.39,24.7,35.76,58.3621684,1604.0,1.1482122259999998,18.32158815,104545.0,2.44
6149,6236,6037264103,2319,Los Angeles,90049,Los Angeles,-118.4662763,34.0549771,513.25,32.3,45.31,5.58,59.45,14.77,3.14,20.9,28.6,73.69477912,1895.0,1.3032128509999998,26.22737353,86944.0,1.84
6183,6270,6075026303,4551,San Francisco,94112,San Francisco,-122.4434663,37.7096646,528.44,33.68,19.33,2.38,2.68,42.61,45.89,31.8,47.68,37.99342105,1816.0,1.806743421,11.53536101,83047.0,3.91
6196,6283,6075016400,3778,San Francisco,94117,San Francisco,-122.4369729,37.7750995,551.56,36.48,28.46,3.51,16.37,35.0,33.52,22.1,30.81,79.45570971,1901.0,0.8159018140000001,24.53524807,107254.0,2.2
6220,6307,6073008341,7614,San Diego,92037,La Jolla,-117.2175075,32.8692105,835.85,59.31,31.6,3.89,23.48,13.01,1.96,43.2,64.4,88.94631065,1940.0,1.345391904,17.17702066,66518.0,2.26
6225,6312,6037577100,6700,Los Angeles,90814,Long Beach,-118.1480649,33.7707927,1038.73,69.38,41.89,5.16,50.27,27.42,20.42,34.7,52.09,71.26368748,1244.0,1.5738384140000001,11.25081163,61770.0,2.09
6237,6325,6001422300,3387,Alameda ,94703,Berkeley,-122.2779152,37.8740723,482.95,29.08,30.54,3.76,20.87,70.45,79.03,38.1,56.92,69.30975471,1531.0,1.2070735879999999,12.66706234,58606.0,2.2
6247,6335,6075040200,5191,San Francisco,94118,San Francisco,-122.4683889,37.78432520000001,971.05,66.24,34.71,4.28,31.2,23.19,12.65,28.2,41.86,68.72174270000001,1554.0,1.004110152,18.52600688,83867.0,2.27
6262,6350,6037276604,3983,Los Angeles,90045,Los Angeles,-118.4248557,33.9571656,582.32,39.62,50.11,6.17,72.97,25.38,16.87,28.9,42.88,67.77229942,1891.0,1.46884805,10.76912048,63060.0,1.8
6283,6371,6037577200,5414,Los Angeles,90803,Long Beach,-118.15344,33.7601259,883.99,61.84,38.23,4.71,40.6,28.26,21.95,15.9,18.05,74.64477423,1396.0,1.472371329,13.11254786,70457.0,1.69
6311,6400,6001403702,1724,Alameda ,94610,Oakland,-122.2520804,37.8095265,1418.49,81.14,38.27,4.71,40.71,53.34,60.65,14.8,15.78,75.42297418,1621.0,1.264470169,22.63113831,78266.0,1.8
6317,6406,6075042601,3687,San Francisco,94121,San Francisco,-122.4811913,37.7831165,526.81,33.49,27.41,3.38,14.05,23.94,14.0,35.8,53.6,76.51006711,1692.0,0.9217002240000001,24.68432573,70100.0,2.33
6325,6414,6075042700,5326,San Francisco,94121,San Francisco,-122.4881473,37.7822651,421.11,23.0,27.01,3.33,13.19,23.94,14.0,31.3,46.83,71.85628743,1486.0,1.068862275,23.25051585,56765.0,2.08
6365,6456,6073009107,3688,San Diego,92110,San Diego,-117.18852379999998,32.7677269,567.87,38.21,40.8,5.03,47.01,27.88,21.23,38.0,56.79,63.28200192,1451.0,1.616458133,10.42398192,56686.0,2.12
6377,6468,6075016600,5069,San Francisco,94117,San Francisco,-122.4474539,37.7704942,813.53,57.76,31.13,3.83,22.24,32.18,29.07,21.7,30.03,81.83640738,1781.0,0.8877305529999999,29.41088767,118167.0,2.22
6421,6513,6075032602,4316,San Francisco,94122,San Francisco,-122.4825954,37.75890029999999,931.58,64.13,22.37,2.76,5.94,24.56,15.32,31.8,47.68,52.9685681,1745.0,1.334691502,14.72627504,80357.0,2.7
6430,6523,6075045200,6474,San Francisco,94118,San Francisco,-122.467999,37.77711370000001,1012.68,68.28,32.08,3.95,24.53,23.34,12.92,24.5,35.44,67.08609272,1713.0,1.270198675,20.63665988,87664.0,2.42
6453,6547,6075031301,3826,San Francisco,94132,San Francisco,-122.4678672,37.7193263,816.07,58.08,23.24,2.86,7.04,27.47,20.47,28.2,41.86,21.91780822,1577.0,1.815068493,11.76632225,93750.0,3.38
6477,6571,6075011902,2598,San Francisco,94108,San Francisco,-122.4098067,37.7909959,547.93,35.99,35.05,4.32,32.25,30.37,25.73,35.4,53.07,94.00544959,1498.0,0.345504087,79.80390744,74077.0,1.55
6481,6575,6037577300,5547,Los Angeles,90803,Long Beach,-118.1387992,33.7556821,593.28,40.78,34.11,4.2,29.47,28.26,21.95,23.6,33.75,77.57097792,1335.0,1.495268139,14.15711496,71071.0,1.7
6497,6591,6075010200,4143,San Francisco,94109,San Francisco,-122.4229252,37.8058607,708.87,50.76,44.43,5.47,57.21,43.16,46.43,12.1,10.79,66.90223793,2249.0,0.918335296,19.97708969,110536.0,1.69
6503,6598,6001404102,2283,Alameda ,94611,Oakland,-122.2510667,37.8260219,421.88,23.07,29.8,3.67,19.19,34.14,31.79,19.7,26.12,83.23432343,1279.0,1.015181518,26.63658892,77303.0,1.52
6504,6599,6001403800,3461,Alameda ,94610,Oakland,-122.2416233,37.8148343,945.68,64.9,30.52,3.76,20.85,56.26,64.51,12.7,11.7,67.53318584,1477.0,1.370575221,11.21425231,85313.0,1.83
6508,6603,6037701501,4986,Los Angeles,90403,Santa Monica,-118.4904213,34.028156700000004,972.76,66.34,42.58,5.24,51.92,24.72,15.53,17.4,21.27,79.91757212,1714.0,1.257025103,17.49238666,90383.0,1.83
6513,6608,6037621324,3842,Los Angeles,90277,Redondo Beach,-118.3900604,33.8340991,866.16,60.93,39.7,4.89,44.16,26.64,18.96,18.6,23.72,66.39957265,1873.0,1.642628205,11.84417982,112733.0,2.11
6516,6611,6075047701,4334,San Francisco,94121,San Francisco,-122.4840627,37.7782506,488.42,29.55,26.16,3.22,11.72,23.94,14.0,25.6,37.25,62.82118511,1551.0,1.067645517,21.15923952,72981.0,2.27
6526,6621,6075010900,4320,San Francisco,94109,San Francisco,-122.4205531,37.79804179999999,628.54,44.19,36.74,4.52,36.5,49.17,55.14,16.2,18.69,77.91682002,2066.0,0.758557232,43.8677737,117181.0,1.64
6559,6656,6059099416,4444,Orange ,92649,Huntington Beach,-118.0458577,33.718892100000005,545.21,35.63,36.87,4.54,36.85,25.28,16.74,16.0,18.21,71.81270283,1637.0,1.7515067219999998,13.455752100000002,84754.0,2.23
6563,6660,6075032802,4047,San Francisco,94122,San Francisco,-122.4812305,37.7530955,1354.37,79.62,23.76,2.93,7.65,18.03,5.91,17.9,22.33,36.13989637,2161.0,1.481865285,11.38341403,84946.0,2.84
6579,6676,6075015700,7832,San Francisco,94118,San Francisco,-122.4480069,37.7789154,602.49,41.73,32.29,3.98,25.13,23.2,12.67,20.0,26.65,71.19910347,2058.0,1.206574524,12.94837404,102152.0,2.17
6580,6677,6085508507,3066,Santa Clara,95051,Santa Clara,-121.9984125,37.3562527,858.25,60.56,29.27,3.61,17.95,17.72,5.67,20.6,27.89,73.8644825,2061.0,1.4281459419999998,14.039337900000001,96648.0,2.36
6583,6680,6075020700,5171,San Francisco,94110,San Francisco,-122.4235588,37.759168,379.56,18.97,27.44,3.38,14.09,57.85,66.39,19.1,24.86,74.84939759,2093.0,0.84186747,30.96603982,150670.0,1.92
6585,6682,6075013400,3599,San Francisco,94115,San Francisco,-122.440799,37.789849,749.91,53.65,34.0,4.19,29.14,64.21,73.63,13.8,13.76,67.12598425,2229.0,1.24753937,23.21790563,136700.0,1.95
6599,6696,6075035202,4322,San Francisco,94122,San Francisco,-122.5061466,37.7613974,342.3,15.59,24.99,3.08,9.74,24.56,15.32,28.3,41.97,64.50381679,1658.0,1.40785169,19.91089698,78542.0,2.51
6603,6700,6075047702,3824,San Francisco,94121,San Francisco,-122.4837889,37.7744602,689.25,49.24,27.79,3.42,14.96,23.94,14.0,22.4,31.38,57.16112532,1666.0,1.167519182,17.94088545,85769.0,2.69
6613,6710,6037620522,4632,Los Angeles,90278,Redondo Beach,-118.3749726,33.8764601,682.16,48.67,36.41,4.48,35.54,24.33,14.7,17.3,21.06,52.64008621,1703.0,1.802801724,10.03659623,84118.0,2.61
6638,6735,6075015600,2728,San Francisco,94118,San Francisco,-122.4564254,37.7782427,454.08,26.14,28.8,3.55,17.01,22.64,11.81,23.5,33.53,78.79616963,1674.0,1.132694938,20.12898725,85625.0,2.23
6640,6737,6075010400,4545,San Francisco,94133,San Francisco,-122.4075581,37.8022725,578.36,39.23,39.91,4.92,44.72,34.19,31.87,15.7,17.69,65.69372251,2229.0,0.844462215,30.14559765,102986.0,2.0
6641,6738,6001400400,3703,Alameda ,94609,Oakland,-122.2574628,37.8482107,1153.54,73.68,30.54,3.76,20.88,60.86,69.93,16.8,19.95,60.62291435,1584.0,1.44160178,10.18044473,99539.0,2.29
6657,6754,6075032801,4238,San Francisco,94116,San Francisco,-122.48041770000002,37.74602150000001,1778.41,88.06,24.51,3.02,8.77,25.91,17.73,23.4,33.34,46.02739726,1917.0,1.415753425,10.0935647,79764.0,2.78
6667,6765,6073008364,4992,San Diego,92122,San Diego,-117.2274041,32.8599014,2559.39,95.43,33.82,4.17,28.69,14.33,2.66,31.7,47.53,77.82788425,1744.0,1.435550545,10.88580012,68016.0,2.18
6678,6776,6075013500,2556,San Francisco,94115,San Francisco,-122.4325551,37.7908976,672.03,47.93,35.99,4.43,34.55,45.91,50.8,10.9,8.56,77.80548628,1727.0,0.83478803,27.600379800000002,120714.0,1.66
6685,6783,6075026002,3544,San Francisco,94112,San Francisco,-122.42628229999998,37.72611970000001,397.2,20.78,20.21,2.49,3.42,39.46,40.95,26.3,38.4,23.47560976,1863.0,1.671747967,11.12754077,86900.0,3.11
6697,6795,6075012700,3492,San Francisco,94123,San Francisco,-122.4447181,37.8049898,632.84,44.65,39.24,4.83,43.19,13.45,2.12,8.1,4.26,73.29675354,2193.0,1.211248285,20.2166111,131568.0,1.76
6701,6799,6073001000,4733,San Diego,92116,San Diego,-117.1417318,32.7603326,499.93,30.74,34.78,4.28,31.4,38.28,39.13,24.6,35.58,73.54618016,1216.0,1.61345496,12.31030742,66329.0,2.0
6729,6828,6075032901,5021,San Francisco,94116,San Francisco,-122.4901861,37.7461534,994.01,67.35,22.26,2.74,5.74,25.91,17.73,18.9,24.4,30.78614623,2091.0,1.6349642659999999,10.95586128,83169.0,3.15
6753,6852,6075047600,5137,San Francisco,94118,San Francisco,-122.475543,37.7767698,1010.49,68.12,29.33,3.61,18.11,21.22,9.57,14.4,15.06,63.04839439,1875.0,1.278154681,16.84497615,84625.0,2.55
6758,6857,6075013102,2625,San Francisco,94109,San Francisco,-122.4274293,37.7926193,764.85,54.64,39.03,4.81,42.59,43.92,47.5,11.8,10.17,77.26995734,2377.0,1.145642901,27.91631975,124330.0,1.75
6766,6865,6075013101,3811,San Francisco,94109,San Francisco,-122.4247493,37.7937758,734.83,52.74,37.56,4.63,38.76,39.43,40.91,8.7,5.04,82.03522505,2291.0,0.8176125240000001,59.75688679,124063.0,1.56
6779,6878,6075032601,4416,San Francisco,94122,San Francisco,-122.4807924,37.7624848,998.79,67.61,22.75,2.8,6.41,24.56,15.32,19.2,25.1,58.31509847,1772.0,1.456236324,17.71123716,95854.0,2.68
6785,6884,6075016500,5083,San Francisco,94117,San Francisco,-122.4477884,37.7741958,892.94,62.34,32.26,3.97,25.03,29.28,23.91,20.8,28.37,75.49307595,1681.0,1.048258498,26.03211134,104097.0,2.31
6787,6886,6075013300,4232,San Francisco,94118,San Francisco,-122.4524293,37.7887307,634.36,44.87,38.97,4.8,42.43,24.5,15.04,18.4,23.31,53.2769556,1912.0,1.290169133,13.17141859,141019.0,2.26
6820,6919,6075032902,3831,San Francisco,94122,San Francisco,-122.4906443,37.7526805,786.84,55.9,21.37,2.63,4.64,17.64,5.55,25.8,37.52,30.61371841,1858.0,1.693140794,11.1076195,96208.0,3.21
6830,6929,6075042602,3243,San Francisco,94118,San Francisco,-122.4754787,37.78337929999999,942.39,64.67,30.22,3.72,20.21,19.9,8.0,14.0,14.12,70.78814172,1880.0,1.1670281999999998,16.85486938,104943.0,2.23
6841,6941,6075016900,2924,San Francisco,94114,San Francisco,-122.4324782,37.7670961,442.93,25.09,26.21,3.23,11.82,23.94,14.0,17.8,22.07,72.5848564,1666.0,0.850522193,21.02715513,102218.0,1.88
6866,6967,6037701202,3268,Los Angeles,90403,Santa Monica,-118.4898132,34.033924299999995,686.27,49.0,37.92,4.67,39.63,26.43,18.73,10.8,8.42,67.24817107,1905.0,1.4276871130000002,17.76847498,98657.0,1.86
6875,6976,6073007908,2819,San Diego,92109,San Diego,-117.2344938,32.7981576,579.16,39.35,24.29,2.99,8.39,22.26,11.26,31.2,46.69,84.41649196,1483.0,1.6079664569999998,12.61163386,55799.0,2.26
6888,6989,6075021000,4196,San Francisco,94110,San Francisco,-122.422849,37.7515789,405.45,21.44,27.45,3.38,14.14,57.85,66.39,16.4,19.08,77.82909931,1572.0,0.987066975,27.99035733,98260.0,2.05
6917,7019,6073008343,4587,San Diego,92122,San Diego,-117.2175882,32.862655100000005,512.53,32.22,23.26,2.87,7.08,18.52,6.45,50.6,73.88,78.96604156,1642.0,1.581348201,10.42213486,57632.0,2.64
